1;1001000;Praca da Se, lado impar;26;Se
2;1001000;Praca da Se, lado impar;26;Se
3;1001001;Praca da Se, lado par;26;Se
4;1001010;Rua Filipe de Oliveira;26;Se
5;1001900;UNESP - Universidade Estadual Julio de Mesquita Filho, Praca da Se, 108;26;Se
6;1001901;Edificio Santa Lidia, Praca da Se, 371;26;Se
7;1001902;OAB - Ordem dos Advogados do Brasil., Praca da Se, 385;26;Se
8;1002000;Rua Direita, lado par;26;Se
9;1002001;Rua Direita, lado impar;26;Se
10;1002010;Praca do Patriarca;26;Se
11;1002020;Viaduto do Cha;26;Centro
12;1002900;Prefeitura do Municipio de Sao Paulo, Viaduto do Cha, 15;26;Centro
13;1002901;Edificio Piratininga, Rua Direita, 32;26;Se
14;1002902;Edificio Zogbi, Rua Direita, 191;26;Se
15;1002903;Edificio Barao de Iguape, Rua Direita, 250;26;Se
16;1003000;Rua Jose Bonifacio, lado par;26;Se
17;1003001;Rua Jose Bonifacio, lado impar;26;Se
18;1003010;Praca Ouvidor Pacheco e Silva;26;Se
19;1003900;Edificio Triangulo, Rua Jose Bonifacio, 24;26;Se
20;1003901;Edificio Santa Cruz, Rua Jose Bonifacio, 93;26;Se
21;1003902;Edificio Brasilia, Rua Jose Bonifacio, 209;26;Se
22;1003903;Edificio Ouvidor, Rua Jose Bonifacio, 250;26;Se
23;1003904;Edificio Barao de Piracicaba, Rua Jose Bonifacio, 278;26;Se
24;1003905;Edificio Serasa, Rua Jose Bonifacio, 367;26;Se
25;1004000;Rua Barao de Paranapiacaba;26;Se
26;1004010;Rua Quintino Bocaiuva;26;Se
27;1004900;Edificio Major Porkis, Rua Quintino Bocaiuva, 71;26;Se
28;1004901;Edificio Casa das Arcadas, Rua Quintino Bocaiuva, 176;26;Se
29;1004902;Edificio Santa Rita, Rua Quintino Bocaiuva, 191;26;Se
30;1004903;Edificio Itacolomi, Rua Quintino Bocaiuva, 231;26;Se
31;1004904;Edificio Argos, Rua Barao de Paranapiacaba, 93;26;Se
32;1005000;Rua Benjamin Constant;26;Se
33;1005010;Largo Sao Francisco;26;Se
34;1005020;Rua Sao Francisco;26;Se
35;1005030;Rua do Ouvidor;26;Se
